Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1116196,CAT,P0951802,1,STRAY,1,AAF,03/16/2021,APP WNL,FOSTER,03/17/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1117923,CAT,P0954430,,STRAY,1,WEB,02/16/2021,NORMAL,LOST EXP,05/14/2021,,,,FEB.2021,FY2021
A1116093,WILDLIFE,P0834169,14,WILDLIFE,1,MRY1776,03/14/2021,UNDERAGE,WILDLIFE,03/15/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1115607,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116684,DOG,P0952076,9,STRAY,1,MCB1749,03/24/2021,APP WNL,TRANSFER,03/29/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115601,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A0976786,DOG,P9991710,8,STRAY,1,CVB1710,03/12/2021,APP SICK,TRANSFER,03/17/2021,APP SICK,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116838,DOG,P0947938,,OWNER SURRENDER,1,CBU,03/26/2021,APP WNL,ADOPTION,03/29/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116407,DOG,P0952076,9,STRAY,1,MCB1749,03/19/2021,APP WNL,TRANSFER,03/29/2021,UNDERAGE,SCAN CHIP,FIELD,MAR.2021,FY2021
A1093469,DOG,P0915474,8,CONFISCATED,1,DNB8448,02/25/2021,APP INJ,EUTHANIZED,03/17/2021,APP WNL,SCAN NO CHIP,AGGDD,FEB.2021,FY2021
A1125663,DOG,P0965839,,FOSTER,1,JLC,08/03/2021,APP WNL,ADOPTION,08/03/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1116916,DOG,P9991702,8,STRAY,1,JRM1702,03/28/2021,DECEASED,DISPOSAL,03/28/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115608,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1120190,WILDLIFE,P0957581,14,WILDLIFE,1,SKB8461,05/14/2021,CRITICAL,DIED,05/14/2021,DECEASED,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115415,DOG,P9998458,7,STRAY,1,LCG8458,03/02/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115665,DOG,P0950913,,OWNER SURRENDER,1,CBU,03/06/2021,APP SICK,EUTHANIZED,03/06/2021,APP SICK,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1114023,CAT,P0948407,,STRAY,1,WEB,02/03/2021,NORMAL,LOST EXP,03/06/2021,,,,FEB.2021,FY2021
A1116837,DOG,P0952750,4,STRAY,1,JJV,03/26/2021,APP SICK,ADOPTION,03/29/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116319,DOG,P0952142,,OWNER SURRENDER,1,DAL,03/21/2021,APP WNL,ADOPTION,03/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115691,BIRD,P0950940,2,WILDLIFE,1,MCB1749,03/06/2021,APP SICK,WILDLIFE,03/06/2021,APP INJ,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1105597,DOG,P0562950,,TRANSFER,1,JLC,04/20/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115611,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1118821,DOG,P9991748,4,STRAY,1,MMK1748,04/26/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115234,CAT,P0950218,11,STRAY,1,AMB8451,02/26/2021,APP INJ,TRANSFER,03/06/2021,APP SICK,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1115685,DOG,P9991721,5,STRAY,1,MWG1718,03/06/2021,APP WNL,RETURNED TO OWNER,03/06/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1118975,WILDLIFE,P9991710,9,WILDLIFE,1,CVB1710,04/28/2021,APP INJ,DIED,04/28/2021,DECEASED,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2021,FY2021
A1115597,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115618,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1118871,DOG,P0955796,1,STRAY,1,CBU,04/26/2021,APP WNL,RETURNED TO OWNER,04/28/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1117885,CAT,P0621616,7,OWNER SURRENDER,1,MLM1701,04/12/2021,APP WNL,TRANSFER,04/13/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115610,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1123550,CAT,P0860202,3,STRAY,1,TLM,06/22/2021,UNDERAGE,EUTHANIZED,06/22/2021,CRITICAL,SCAN NO CHIP,OVER THE COUNTER,JUN.2021,FY2021
A1116883,DOG,P0720589,6,STRAY,1,INA,03/27/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1091994,DOG,P0841361,,OWNER SURRENDER,1,JLC,02/28/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1115612,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115111,DOG,P0950208,6,CONFISCATED,1,INA,02/25/2021,APP WNL,RETURNED TO OWNER,03/06/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1123532,CAT,P0912313,7,STRAY,1,KBB8463,06/22/2021,APP SICK,ADOPTION,07/13/2021,APP WNL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1117497,DOG,P0953781,2,STRAY,1,DAL,04/06/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1114027,DOG,P0948410,,STRAY,1,WEB,01/31/2021,NORMAL,LOST EXP,03/06/2021,,,,JAN.2021,FY2021
A1116925,DOG,P0952914,,STRAY,1,WEB,03/27/2021,NORMAL,LOST EXP,04/28/2021,,,,MAR.2021,FY2021
A1123627,CAT,P0547206,6,STRAY,1,CBU,06/23/2021,APP INJ,ADOPTION,06/27/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JUN.2021,FY2021
A1113962,CAT,P0948298,,STRAY,1,WEB,01/30/2021,NORMAL,FOUND EXP,03/06/2021,,,,JAN.2021,FY2021
A1115207,DOG,P9991709,4,STRAY,1,MHB1709,02/26/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1115541,CAT,P0950764,,OWNER SURRENDER,1,CBU,03/04/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115614,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115330,DOG,P0950456,7,STRAY,1,JRM1702,03/01/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115599,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115357,DOG,P0950488,1,STRAY,1,BTB1210,03/01/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116683,DOG,P0952076,9,STRAY,1,MCB1749,03/24/2021,APP WNL,TRANSFER,03/29/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1123173,DOG,P0961542,4,OWNER SURRENDER,1,TJP8456,06/17/2021,APP INJ,ADOPTION,06/27/2021,APP WNL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1118715,DOG,P0955549,6,STRAY,1,AVB8462,04/24/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115380,DOG,P0950477,5,STRAY,1,JRM1702,03/02/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117926,CAT,P0954435,,STRAY,1,WEB,04/13/2021,NORMAL,LOST EXP,05/14/2021,,,,APR.2021,FY2021
A1117883,CAT,P0621616,7,OWNER SURRENDER,1,MLM1701,04/12/2021,APP WNL,TRANSFER,04/13/2021,UNDERAGE,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115384,CAT,P0850598,,OWNER SURRENDER,1,JLC,03/02/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115604,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1121120,DOG,P0958686,8,STRAY,1,BCB8460,05/24/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1120021,DOG,P9991770,8,STRAY,1,VJD1770,05/12/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115684,DOG,P9991721,5,STRAY,1,MWG1718,03/06/2021,APP WNL,RETURNED TO OWNER,03/06/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1119548,CAT,P0926120,6,FOSTER,1,NGD,05/14/2021,CRITICAL,EUTHANIZED,05/14/2021,CRITICAL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1115228,DOG,P9998445,1,STRAY,1,KCB8445,02/26/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1116000,CAT,P9991548,10,STRAY,1,MBB1548,03/12/2021,APP WNL,TRANSFER,03/17/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117702,DOG,P9998452,4,STRAY,1,SME8452,04/09/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1121374,CAT,P9998452,5,STRAY,1,EME8452,05/27/2021,UNDERAGE,DIED,05/27/2021,DECEASED,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115916,CAT,P0905712,,OWNER SURRENDER,1,IFM,03/11/2021,APP SICK,ADOPTION,03/17/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115543,DOG,P0950762,4,STRAY,1,MHB1709,03/04/2021,APP WNL,RETURNED TO OWNER,03/06/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1125835,CAT,P0965245,2,CONFISCATED,1,LRB1783,07/21/2021,APP WNL,SNR,08/03/2021,APP WNL,SCAN NO CHIP,FIELD,JUL.2021,FY2021
A1115237,DOG,P0950314,,STRAY,1,WEB,02/26/2021,NORMAL,FOUND EXP,03/29/2021,,,,FEB.2021,FY2021
A1116036,CAT,P9998456,4,STRAY,1,TJP8456,03/13/2021,DECEASED,DISPOSAL,04/13/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1114002,CAT,P0948368,,STRAY,1,WEB,01/30/2021,NORMAL,FOUND EXP,03/06/2021,,,,JAN.2021,FY2021
A1115926,DOG,P0951369,8,OWNER SURRENDER,1,CBU,03/11/2021,APP WNL,ADOPTION,03/17/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1117552,DOG,P0953888,,OWNER SURRENDER,1,JLC,04/07/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115617,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116904,DOG,P0952874,5,STRAY,1,DOI8455,03/28/2021,CRITICAL,DIED,03/28/2021,DECEASED,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116930,DOG,P0952927,2,STRAY,1,JLC,03/28/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115600,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116123,DOG,P0951689,,OWNER SURRENDER,1,JLC,03/15/2021,APP WNL,ADOPTION,03/17/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115479,CAT,P0910597,,FOSTER,1,CDM,03/04/2021,UNDERAGE,TRANSFER,03/04/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116801,DOG,P9998456,3,STRAY,1,TJP8456,03/25/2021,APP WNL,EUTHANIZED,03/29/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1121347,DOG,P0959004,,STRAY,1,WEB,05/26/2021,NORMAL,FOUND EXP,06/27/2021,,,,MAY.2021,FY2021
A1066392,DOG,P9998455,10,STRAY,1,DOI8455,03/06/2021,APP WNL,RETURNED TO OWNER,03/06/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1117760,DOG,P9998455,8,STRAY,1,DOI8455,04/10/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115539,DOG,P0950761,10,STRAY,1,KCB8445,03/04/2021,APP WNL,ADOPTION,03/06/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115605,DOG,P0950844,,TRANSFER,1,EMV,03/05/2021,APP WNL,TRANSFER,03/06/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1122379,CAT,P0942730,,FOSTER,1,JLC,08/03/2021,APP WNL,ADOPTION,08/03/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1116994,DOG,P9991761,4,STRAY,1,DAA1761,03/29/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1118873,CAT,P0955802,,OWNER SURRENDER,1,JLC,04/26/2021,APP WNL,ADOPTION,04/28/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115212,DOG,P0950281,,STRAY,1,WEB,02/25/2021,NORMAL,LOST EXP,03/29/2021,,,,FEB.2021,FY2021
A1117949,CAT,P0868923,3,STRAY,1,JLC,04/13/2021,APP INJ,EUTHANIZED,04/13/2021,FATAL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1104798,DOG,P0954441,4,STRAY,1,DAA1761,04/13/2021,APP WNL,RETURNED TO OWNER,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1115460,DOG,P0950662,5,STRAY,1,JCB1574,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1122403,DOG,P0960662,2,STRAY,1,AMB8451,06/09/2021,APP SICK,RETURNED TO OWNER,06/10/2021,APP WNL,SCAN CHIP,FIELD,JUN.2021,FY2021
A1061933,DOG,P9991761,4,STRAY,1,DAA1761,03/01/2021,APP WNL,TRANSFER,03/07/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1102977,DOG,P9991718,4,STRAY,1,MWG1718,02/25/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN CHIP,AGGOPS,FEB.2021,FY2021
A1011581,DOG,P0960179,3,STRAY,1,SKB8461,06/04/2021,APP WNL,ADOPTION,06/20/2021,APP WNL,SCAN CHIP,FIELD,JUN.2021,FY2021
A1122900,DOG,P9991780,7,STRAY,1,AKB1780,06/14/2021,APP WNL,ADOPTION,06/20/2021,APP WNL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1116104,WILDLIFE,P0951651,6,WILDLIFE,1,LRB1783,03/14/2021,CRITICAL,WILDLIFE,03/15/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1119888,CAT,P9991210,6,STRAY,1,BTB1210,05/10/2021,UNDERAGE,TRANSFER,05/14/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1115642,DOG,P0950873,,OWNER SURRENDER,1,INA,03/05/2021,APP WNL,TRANSFER,03/07/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1118276,CAT,P0097621,6,TREATMENT,1,OET,04/27/2021,APP WNL,TREATMENT,04/28/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1116908,CAT,P0952880,12,STRAY,1,BCB8460,03/28/2021,APP INJ,RETURNED TO OWNER,03/28/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1115236,DOG,P0950313,,STRAY,1,WEB,02/25/2021,NORMAL,LOST EXP,03/29/2021,,,,FEB.2021,FY2021
A1115662,DOG,P0950909,,OWNER SURRENDER,1,SDW,03/06/2021,APP SICK,DIED,03/07/2021,DECEASED,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1121581,DOG,P0751096,3,CONFISCATED,1,SKB8461,05/29/2021,APP WNL,RETURNED TO OWNER,06/10/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1121894,DOG,P0711838,1,STRAY,1,RJB8459,06/03/2021,APP WNL,ADOPTION,06/10/2021,APP WNL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1114032,DOG,P0948427,,STRAY,1,WEB,01/31/2021,NORMAL,LOST EXP,03/07/2021,,,,JAN.2021,FY2021
A1116213,DOG,P0951811,6,CONFISCATED,1,CBU,03/17/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115226,DOG,P0950298,,STRAY,1,WEB,02/26/2021,NORMAL,FOUND EXP,03/29/2021,,,,FEB.2021,FY2021
A1114054,CAT,P0948476,,STRAY,1,WEB,02/03/2021,NORMAL,FOUND EXP,03/07/2021,,,,FEB.2021,FY2021
A1118204,DOG,P9991754,6,STRAY,1,ATB1754,06/01/2021,APP INJ,ADOPTION,06/10/2021,APP INJ,SCAN CHIP,FIELD,JUN.2021,FY2021
A1128129,DOG,P0511798,,OWNER SURRENDER,1,JCB,08/24/2021,APP WNL,ADOPTION,08/26/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,AUG.2021,FY2021
A1119753,DOG,P9998463,4,STRAY,1,KMB8463,05/09/2021,APP WNL,ADOPTION,05/14/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1114045,DOG,P0948452,,STRAY,1,WEB,01/28/2021,NORMAL,LOST EXP,03/07/2021,,,,JAN.2021,FY2021
A1116729,DOG,P0952076,9,STRAY,1,MCB1749,03/24/2021,APP WNL,TRANSFER,03/29/2021,UNDERAGE,SCAN CHIP,FIELD,MAR.2021,FY2021
A1114033,DOG,P0948428,,STRAY,1,WEB,02/02/2021,NORMAL,LOST EXP,03/07/2021,,,,FEB.2021,FY2021
A1121988,DOG,P0960112,8,STRAY,1,AVB8462,06/04/2021,APP WNL,ADOPTION,06/10/2021,APP WNL,SCAN NO CHIP,FIELD,JUN.2021,FY2021
A1121128,CAT,P9991765,10,STRAY,1,RKB1765,05/25/2021,APP SICK,TRANSFER,05/27/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1117776,DOG,P0690004,,OWNER SURRENDER,1,DAL,04/10/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1115965,WILDLIFE,P9998462,1,WILDLIFE,1,AVB8462,03/12/2021,UNDERAGE,WILDLIFE,03/12/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115461,DOG,P9991195,5,STRAY,1,JOB1195,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1120928,DOG,P0699047,1,STRAY,1,TJP8456,05/22/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,FIELD,MAY.2021,FY2021
A1116530,DOG,P0842350,,OWNER SURRENDER,1,JLC,03/22/2021,APP WNL,EUTHANIZED,03/29/2021,CRITICAL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1117781,DOG,P0953988,8,OWNER SURRENDER,1,AVB8462,04/10/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,FIELD,APR.2021,FY2021
A1117313,DOG,P0953525,3,STRAY,1,INA,04/03/2021,APP WNL,ADOPTION,04/13/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1116005,CAT,P0951510,,STRAY,1,WEB,03/12/2021,NORMAL,LOST EXP,04/13/2021,,,,MAR.2021,FY2021
A1116075,DOG,P0953762,,FOSTER,1,EAB,05/08/2021,APP WNL,FOSTER,05/11/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1115646,DOG,P0950848,2,STRAY,1,ROB1772,03/05/2021,APP SICK,TRANSFER,03/07/2021,APP SICK,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116943,DOG,P0943340,13,STRAY,1,DES8457,03/28/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116949,WILDLIFE,P0952949,12,WILDLIFE,1,CMM1750,03/29/2021,CRITICAL,EUTHANIZED,03/29/2021,CRITICAL,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2021,FY2021
A1063905,DOG,P0879773,3,CONFISCATED,1,DES8457,02/23/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN CHIP,FIELD,FEB.2021,FY2021
A1118021,CAT,P0887450,,FOSTER,1,MAS,05/27/2021,APP WNL,ADOPTION,05/27/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1116830,DOG,P9991721,8,STRAY,1,JKB1721,03/26/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1080708,DOG,P0898767,8,STRAY,1,JOB1195,03/07/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN CHIP,FIELD,MAR.2021,FY2021
A1116739,DOG,P0952613,3,STRAY,1,INA,03/25/2021,APP INJ,TRANSFER,03/29/2021,APP INJ,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115697,DOG,P0950965,,OWNER SURRENDER,1,CBU,03/06/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1116915,DOG,P0740379,,OWNER SURRENDER,1,DAL,03/28/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,MAR.2021,FY2021
A1115491,DOG,P0950697,4,STRAY,1,DES8457,03/03/2021,APP WNL,TRANSFER,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115103,DOG,P0908735,4,CONFISCATED,1,MWG1718,02/25/2021,APP WNL,RETURNED TO OWNER,03/07/2021,APP WNL,SCAN NO CHIP,AGGOPS,FEB.2021,FY2021
A1115969,WILDLIFE,P9998462,1,WILDLIFE,1,AVB8462,03/12/2021,UNDERAGE,WILDLIFE,03/12/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1118995,CAT,P0956018,1,STRAY,1,JJV,04/28/2021,APP SICK,EUTHANIZED,04/28/2021,CRITICAL,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1120008,CAT,P0957354,11,STRAY,1,JCB,05/12/2021,APP WNL,TRANSFER,05/14/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,MAY.2021,FY2021
A1115466,DOG,P0950678,2,STRAY,1,JRM1702,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115462,DOG,P9991184,8,STRAY,1,MWG1718,03/03/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,AGGOPS,MAR.2021,FY2021
A1115392,DOG,P9991195,8,STRAY,1,JOB1195,03/02/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1115512,CAT,P0948170,2,STRAY,1,KCB8445,03/04/2021,APP WNL,RETURNED TO OWNER,03/04/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1117842,WILDLIFE,P0684360,14,WILDLIFE,1,DAA1761,04/11/2021,UNDERAGE,WILDLIFE,04/12/2021,UNDERAGE,WILDLIFE - UNABLE TO SCAN,FIELD,APR.2021,FY2021
A1116546,DOG,P9991754,4,STRAY,1,ATB1754,03/22/2021,APP INJ,TRANSFER,03/29/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1116958,DOG,P0952953,3,STRAY,1,JCB1574,03/29/2021,APP WNL,RETURNED TO OWNER,03/29/2021,APP WNL,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1114031,DOG,P0948426,,STRAY,1,WEB,01/31/2021,NORMAL,LOST EXP,03/07/2021,,,,JAN.2021,FY2021
A1116679,DOG,P0952076,9,STRAY,1,MCB1749,03/24/2021,APP WNL,TRANSFER,03/29/2021,UNDERAGE,SCAN NO CHIP,FIELD,MAR.2021,FY2021
A1114716,DOG,P0949566,8,STRAY,1,JLC,02/16/2021,APP WNL,ADOPTION,03/07/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1116945,DOG,P0952935,4,STRAY,1,LRB1783,03/28/2021,APP SICK,EUTHANIZED,03/29/2021,APP INJ,SCAN NO CHIP,FIELD,MAR.2021,FY2021
