Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1109773,CAT,P0823575,,OWNER SURRENDER,1,JKT,10/31/2020,APP WNL,ADOPTION,11/06/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1110292,DOG,P0920803,1,STRAY,1,JRM1702,11/10/2020,APP INJ,ADOPTION,11/15/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1108973,CAT,P0939711,1,OWNER SURRENDER,1,VJD1770,10/14/2020,APP WNL,FOSTER,10/15/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108476,CAT,P0911700,1,STRAY,1,TMB1736,10/05/2020,APP WNL,TRANSFER,10/07/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108860,DOG,P0939664,4,OWNER SURRENDER,1,ATB1754,10/12/2020,APP WNL,EUTHANIZED,10/15/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108404,CAT,P0938953,2,STRAY,1,MMK1748,10/03/2020,CRITICAL,EUTHANIZED,10/03/2020,CRITICAL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108271,DOG,P9991768,14,STRAY,1,ERB1768,10/01/2020,APP WNL,ADOPTION,10/07/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109559,DOG,P0940710,,OWNER SURRENDER,1,DAL,10/26/2020,APP WNL,TRANSFER,10/29/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108157,DOG,P0869152,4,STRAY,1,MCB1749,10/29/2020,APP WNL,RETURNED TO OWNER,11/02/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1114275,CAT,P0948793,,FOSTER,1,VMJ,02/21/2021,APP WNL,ADOPTION,02/22/2021,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2021,FY2021
A1108576,DOG,P0939244,6,STRAY,1,JLC,10/07/2020,APP WNL,TRANSFER,10/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1117661,CAT,P0954022,4,STRAY,1,JLC,04/08/2021,APP WNL,TRANSFER,04/09/2021,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,APR.2021,FY2021
A1111029,WILDLIFE,P0943078,13,WILDLIFE,1,KCB8445,11/26/2020,CRITICAL,EUTHANIZED,11/26/2020,CRITICAL,WILDLIFE - UNABLE TO SCAN,FIELD,NOV.2020,FY2021
A1108340,DOG,P9998452,5,STRAY,1,SME8452,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1122417,DOG,P0960653,1,STRAY,1,RVB1213,06/09/2021,APP WNL,RETURNED TO OWNER,06/10/2021,APP WNL,SCAN CHIP,FIELD,JUN.2021,FY2021
A1109296,CAT,P0940116,,OWNER SURRENDER,1,DAL,10/20/2020,APP INJ,ADOPTION,10/29/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106562,CAT,P0936111,,FOSTER,1,CDM,10/17/2020,APP WNL,ADOPTION,10/17/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108365,DOG,P0938878,9,STRAY,1,MAW1723,10/03/2020,APP WNL,TRANSFER,10/03/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108747,CAT,P0939459,14,STRAY,1,AOB1781,10/09/2020,APP SICK,EUTHANIZED,10/11/2020,APP SICK,SCAN CHIP,FIELD,OCT.2020,FY2021
A1109929,DOG,P9991549,7,STRAY,1,MWG1718,11/26/2020,APP WNL,RETURNED TO OWNER,11/26/2020,APP WNL,UNABLE TO SCAN,AGGOPS,NOV.2020,FY2021
A1062937,DOG,P0884844,8,STRAY,1,IFM,10/08/2020,APP SICK,ADOPTION,10/17/2020,APP SICK,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1111760,DOG,P0944385,12,OWNER SURRENDER,1,CMM1750,12/15/2020,APP SICK,TRANSFER,12/15/2020,APP SICK,SCAN CHIP,FIELD,DEC.2020,FY2021
A1108260,CAT,P0757277,4,STRAY,1,TLM,10/01/2020,APP INJ,TRANSFER,10/05/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108240,DOG,P0896687,,OWNER SURRENDER,1,SDW,10/01/2020,APP WNL,ADOPTION,10/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1104930,DOG,P0933423,6,STRAY,1,TJP8456,10/01/2020,APP WNL,TRANSFER,10/06/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1105327,CAT,P0938228,,FOSTER,1,CDM,10/10/2020,APP WNL,ADOPTION,10/10/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1111281,DOG,P9991772,8,CONFISCATED,1,ROB1772,12/02/2020,DECEASED,TRANSFER,12/03/2020,DECEASED,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1039814,DOG,P0938952,3,STRAY,1,AMB8451,10/03/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1103782,DOG,P9991718,8,STRAY,1,MWG1718,10/02/2020,APP WNL,RETURNED TO OWNER,10/02/2020,APP WNL,SCAN CHIP,AGGOPS,OCT.2020,FY2021
A1108417,CAT,P0938964,3,OWNER SURRENDER,1,ASB1579,10/04/2020,APP WNL,TRANSFER,10/10/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109541,DOG,P9991770,2,STRAY,1,VJD1770,10/25/2020,APP WNL,ADOPTION,10/29/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1105143,DOG,P0893052,6,TREATMENT,1,RJB,10/13/2020,APP WNL,TREATMENT,10/13/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1112481,DOG,P9991579,2,STRAY,1,ASB1579,01/02/2021,APP WNL,TRANSFER,01/02/2021,UNDERAGE,SCAN NO CHIP,FIELD,JAN.2021,FY2021
A1108566,DOG,P9991736,8,STRAY,1,TMB1736,10/07/2020,APP WNL,TRANSFER,10/09/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108502,DOG,P0939131,4,CONFISCATED,1,DAA1761,10/06/2020,APP WNL,TRANSFER,10/06/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1076503,DOG,P0894628,,OWNER SURRENDER,1,JKT,10/16/2020,APP WNL,ADOPTION,10/25/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1114357,CAT,P9991702,1,STRAY,1,JRM1702,02/09/2021,APP SICK,ADOPTION,02/22/2021,APP WNL,SCAN NO CHIP,FIELD,FEB.2021,FY2021
A1108646,DOG,P0939336,7,STRAY,1,RKB1765,10/08/2020,APP SICK,TRANSFER,10/09/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108698,DOG,P9998445,6,STRAY,1,KCB8445,10/09/2020,APP WNL,RETURNED TO OWNER,10/09/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1096398,DOG,P0934492,6,TREATMENT,1,SRJ,10/03/2020,APP WNL,TREATMENT,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108503,DOG,P0939129,14,OWNER SURRENDER,1,ASB1579,10/06/2020,APP SICK,EUTHANIZED,10/06/2020,CRITICAL,SCAN CHIP,FIELD,OCT.2020,FY2021
A0870239,DOG,P9991784,3,STRAY,1,BNB1784,10/06/2020,APP WNL,RETURNED TO OWNER,10/06/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1108342,DOG,P9998452,5,STRAY,1,SME8452,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108572,CAT,P0829822,,OWNER SURRENDER,1,BBW,10/07/2020,APP WNL,TRANSFER,10/08/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1110415,DOG,P0942062,5,STRAY,1,MAW1723,11/13/2020,APP WNL,ADOPTION,11/20/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1108683,CAT,P9998455,4,STRAY,1,DOI8455,10/09/2020,UNDERAGE,EUTHANIZED,10/09/2020,CRITICAL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108227,CAT,P0938639,6,STRAY,1,TJP8456,10/01/2020,APP WNL,ADOPTION,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1002815,DOG,P0934336,6,TREATMENT,1,RJB,10/06/2020,APP WNL,TREATMENT,10/06/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109049,DOG,P9998447,4,STRAY,1,MAC8447,10/15/2020,APP WNL,TRANSFER,10/21/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109282,DOG,P0940257,6,STRAY,1,JLC,10/20/2020,APP WNL,ADOPTION,10/21/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109176,CAT,P0853241,6,STRAY,1,DAL,10/18/2020,UNDERAGE,TRANSFER,10/19/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108429,DOG,P0938963,,OWNER SURRENDER,1,DAL,10/04/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108451,DOG,P0887314,7,STRAY,1,DAA1761,10/05/2020,APP WNL,ADOPTION,10/13/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1110432,DOG,P0742892,8,STRAY,1,MHB1709,11/13/2020,APP WNL,FOSTER,11/20/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1110678,DOG,P9991781,6,STRAY,1,AOB1781,11/18/2020,CRITICAL,EUTHANIZED,11/18/2020,CRITICAL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1108607,DOG,P0939273,,OWNER SURRENDER,1,BBW,10/07/2020,APP WNL,RETURNED TO OWNER,10/10/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108837,CAT,P0850487,3,STRAY,1,DAL,10/12/2020,UNKNOWN,TRANSFER,10/15/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1066396,DOG,P0882420,8,OWNER SURRENDER,1,MWG1718,10/15/2020,APP WNL,ADOPTION,10/17/2020,APP WNL,SCAN NO CHIP,AGGOPS,OCT.2020,FY2021
A1106466,DOG,P0936061,6,TREATMENT,1,SRJ,10/17/2020,APP WNL,TREATMENT,10/17/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108295,CAT,P9998452,7,STRAY,1,SME8452,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1108288,DOG,P9991768,6,STRAY,1,ERB1768,10/01/2020,APP WNL,ADOPTION,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109716,CAT,P0941003,6,STRAY,1,MCB1749,10/29/2020,APP INJ,EUTHANIZED,10/29/2020,APP INJ,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108923,DOG,P0750020,,OWNER SURRENDER,1,ADH,10/13/2020,APP WNL,ADOPTION,10/15/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108322,DOG,P0938805,6,STRAY,1,MAW1723,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109952,DOG,P9998452,6,STRAY,1,SME8452,11/04/2020,APP WNL,ADOPTION,11/08/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1111389,DOG,P0943726,1,STRAY,1,ROB1772,12/05/2020,APP WNL,RETURNED TO OWNER,12/10/2020,APP WNL,SCAN NO CHIP,FIELD,DEC.2020,FY2021
A1108628,DOG,P0939298,3,STRAY,1,TJP8456,10/08/2020,APP SICK,RETURNED TO OWNER,10/09/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109880,DOG,P0894506,6,STRAY,1,JRM1702,11/02/2020,APP WNL,ADOPTION,11/10/2020,APP WNL,SCAN CHIP,FIELD,NOV.2020,FY2021
A1039813,DOG,P0938952,3,STRAY,1,AMB8451,10/03/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1109292,CAT,P0940263,4,STRAY,1,TMB1736,10/20/2020,APP WNL,TRANSFER,10/21/2020,UNDERAGE,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108004,DOG,P0938827,,OWNER SURRENDER,1,IFM,10/03/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106558,CAT,P0936111,,FOSTER,1,TLM,10/17/2020,APP WNL,ADOPTION,10/17/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109705,DOG,P9991549,4,STRAY,1,RAB1549,10/29/2020,APP WNL,RETURNED TO OWNER,10/29/2020,APP WNL,SCAN CHIP,OPS,OCT.2020,FY2021
A1110255,WILDLIFE,P0941822,6,WILDLIFE,1,DAA1761,11/10/2020,APP SICK,EUTHANIZED,11/10/2020,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,NOV.2020,FY2021
A1108462,CAT,P0939048,9,OWNER SURRENDER,1,DAA1761,10/05/2020,APP SICK,ADOPTION,10/10/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1106427,DOG,P0936498,6,TREATMENT,1,SRJ,10/03/2020,APP WNL,TREATMENT,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1103774,DOG,P0932687,6,TREATMENT,1,RJB,10/20/2020,APP WNL,TREATMENT,10/21/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1099884,DOG,P0939070,6,STRAY,1,AMS8450,10/06/2020,APP WNL,RETURNED TO OWNER,10/06/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1108483,DOG,P9991754,6,STRAY,1,ATB1754,10/05/2020,APP WNL,ADOPTION,10/09/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109062,DOG,P0939930,4,STRAY,1,SDW,10/16/2020,UNDERAGE,TRANSFER,10/17/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106201,CAT,P0927927,,FOSTER,1,CDM,10/03/2020,APP WNL,ADOPTION,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108291,DOG,P9998452,2,STRAY,1,SME8452,10/02/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109339,WILDLIFE,P9991579,9,WILDLIFE,1,ASB1579,10/21/2020,APP SICK,EUTHANIZED,10/21/2020,APP SICK,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108547,WILDLIFE,P9991579,9,WILDLIFE,1,ASB1579,10/07/2020,APP SICK,EUTHANIZED,10/07/2020,APP SICK,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109480,DOG,P9998447,4,STRAY,1,MAC8447,10/24/2020,UNDERAGE,ADOPTION,10/29/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1101524,DOG,P0558289,6,TREATMENT,1,SRJ,10/03/2020,APP WNL,TREATMENT,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1104148,DOG,P0935037,6,TREATMENT,1,LJL,12/06/2020,APP WNL,TREATMENT,12/07/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1087236,DOG,P0939563,,OWNER SURRENDER,1,JLC,10/11/2020,APP WNL,EUTHANIZED,10/13/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108609,CAT,P0888912,,OWNER SURRENDER,1,JLC,10/11/2020,APP WNL,ADOPTION,10/17/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109545,DOG,P0940680,1,STRAY,1,MRY1776,10/25/2020,APP WNL,ADOPTION,10/29/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108264,DOG,P9991781,5,KEEPSAFE,1,AOB1781,10/01/2020,APP INJ,ADOPTION,10/11/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108226,CAT,P0938639,6,STRAY,1,TJP8456,10/01/2020,APP WNL,ADOPTION,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109473,DOG,P0940535,2,STRAY,1,ROB1772,10/23/2020,APP SICK,ADOPTION,10/29/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1110281,DOG,P0941852,4,STRAY,1,ATB1754,11/10/2020,APP WNL,ADOPTION,11/15/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1104717,DOG,P0934352,6,TREATMENT,1,RJB,10/06/2020,APP WNL,TREATMENT,10/06/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1107112,CAT,P0923895,,FOSTER,1,VMJ,10/06/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106937,CAT,P0918167,,FOSTER,1,CDM,10/03/2020,APP WNL,ADOPTION,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108306,DOG,P0938803,,STRAY,1,WEB,10/01/2020,NORMAL,LOST EXP,11/02/2020,,,,OCT.2020,FY2021
A1105751,DOG,P0935018,6,TREATMENT,1,SRJ,10/03/2020,APP WNL,TREATMENT,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1070249,DOG,P0886878,,OWNER SURRENDER,1,TLM,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A0759598,DOG,P9991736,6,STRAY,1,TMB1736,10/11/2020,APP WNL,RETURNED TO OWNER,10/11/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A0937822,DOG,P0000000,7,STRAY,1,RKB1765,10/03/2020,APP WNL,RETURNED TO OWNER,10/09/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1110346,DOG,P0941952,1,STRAY,1,AOB1781,11/11/2020,APP WNL,ADOPTION,11/15/2020,APP WNL,SCAN NO CHIP,FIELD,NOV.2020,FY2021
A1108505,DOG,P0851242,8,OWNER SURRENDER,1,JOB1195,10/06/2020,APP INJ,EUTHANIZED,10/06/2020,CRITICAL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1107517,CAT,P0772649,,FOSTER,1,GDG,11/12/2020,APP WNL,ADOPTION,11/20/2020,APP SICK,SCAN CHIP,OVER THE COUNTER,NOV.2020,FY2021
A1107134,CAT,P0561433,,FOSTER,1,BBW,10/06/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109905,CAT,P0924866,,FOSTER,1,GDG,12/03/2020,APP WNL,ADOPTION,12/03/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,DEC.2020,FY2021
A1108341,DOG,P9998452,5,STRAY,1,SME8452,10/02/2020,APP WNL,RETURNED TO OWNER,10/03/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108659,DOG,P0938021,14,STRAY,1,RKB1765,10/08/2020,APP WNL,RETURNED TO OWNER,10/10/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108531,DOG,P9991780,12,STRAY,1,AKB1780,10/06/2020,APP INJ,EUTHANIZED,10/06/2020,CRITICAL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108806,CAT,P0939572,,OWNER SURRENDER,1,JLC,10/11/2020,APP WNL,TRANSFER,10/15/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1075216,DOG,P0937498,6,TREATMENT,1,SRJ,10/15/2020,APP WNL,TREATMENT,10/15/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1102492,DOG,P0931354,6,TREATMENT,1,RJB,10/05/2020,APP WNL,TREATMENT,10/06/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109563,DOG,P0940747,,STRAY,1,WEB,10/25/2020,NORMAL,LOST EXP,11/26/2020,,,,OCT.2020,FY2021
A1109159,DOG,P0940062,2,STRAY,1,KCB8445,10/17/2020,APP WNL,ADOPTION,10/21/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108390,DOG,P0938913,1,STRAY,1,TJP8456,10/03/2020,APP SICK,EUTHANIZED,10/03/2020,CRITICAL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108352,CAT,P0742994,7,STRAY,1,RKB1765,10/02/2020,APP WNL,TRANSFER,10/08/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108310,DOG,P9991718,8,STRAY,1,MWG1718,10/02/2020,APP WNL,ADOPTION,10/04/2020,APP WNL,SCAN NO CHIP,AGGOPS,OCT.2020,FY2021
A1109645,DOG,P0490113,,OWNER SURRENDER,1,SDW,10/28/2020,APP SICK,EUTHANIZED,10/29/2020,CRITICAL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1105332,CAT,P0930596,,FOSTER,1,CDM,10/01/2020,APP WNL,ADOPTION,10/01/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106900,DOG,P0937851,,OWNER SURRENDER,1,IFM,10/03/2020,APP WNL,ADOPTION,10/04/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108661,DOG,P0939342,7,OWNER SURRENDER,1,ROB1772,10/08/2020,APP INJ,EUTHANIZED,10/08/2020,CRITICAL,UNABLE TO SCAN,FIELD,OCT.2020,FY2021
A1108568,CAT,P0829822,,OWNER SURRENDER,1,BBW,10/07/2020,APP WNL,TRANSFER,10/08/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109237,CAT,P0940204,2,STRAY,1,DAL,10/19/2020,UNDERAGE,TRANSFER,10/21/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1117126,DOG,P0953277,,OWNER SURRENDER,1,DAL,04/06/2021,APP WNL,ADOPTION,04/09/2021,APP WNL,SCAN CHIP,OVER THE COUNTER,APR.2021,FY2021
A1108884,CAT,P0901571,,FOSTER,1,CDM,10/15/2020,DECEASED,DIED,10/15/2020,DECEASED,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108436,DOG,P9991754,6,STRAY,1,ATB1754,10/04/2020,APP INJ,ADOPTION,10/11/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108819,CAT,P0939581,,OWNER SURRENDER,1,BBW,10/11/2020,APP WNL,ADOPTION,10/17/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1109059,DOG,P0939930,4,STRAY,1,SDW,10/16/2020,UNDERAGE,TRANSFER,10/17/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108278,DOG,P0938754,8,STRAY,1,ROB1772,10/01/2020,APP WNL,RETURNED TO OWNER,10/04/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1104990,DOG,P0934035,6,TREATMENT,1,RJB,10/06/2020,APP WNL,TREATMENT,10/06/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108506,DOG,P0939133,4,STRAY,1,DAA1761,10/06/2020,APP WNL,RETURNED TO OWNER,10/06/2020,APP WNL,UNABLE TO SCAN,FIELD,OCT.2020,FY2021
A1108358,DOG,P9991171,10,STRAY,1,AVB1171,10/02/2020,APP WNL,ADOPTION,10/06/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1108415,DOG,P0938971,7,OWNER SURRENDER,1,TMB1736,10/04/2020,APP WNL,EUTHANIZED,10/06/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1108514,WILDLIFE,P9991579,9,WILDLIFE,1,ASB1579,10/06/2020,APP INJ,EUTHANIZED,10/06/2020,APP INJ,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1107356,DOG,P0938811,,OWNER SURRENDER,1,JLC,10/04/2020,APP WNL,ADOPTION,10/21/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108811,WILDLIFE,P9991770,13,WILDLIFE,1,VJD1770,10/11/2020,APP WNL,WILDLIFE,10/11/2020,APP WNL,WILDLIFE - UNABLE TO SCAN,FIELD,OCT.2020,FY2021
A1107272,DOG,P0937513,,FOSTER,1,SMK,10/15/2020,APP WNL,ADOPTION,10/15/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108654,DOG,P0939341,8,STRAY,1,AOB1781,10/08/2020,APP WNL,ADOPTION,10/11/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109138,CAT,P0940054,5,STRAY,1,IFM,10/17/2020,APP WNL,FOSTER,10/19/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1106997,CAT,P0823633,,TREATMENT,1,VMJ,10/11/2020,APP WNL,TREATMENT,10/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1078640,DOG,P0938770,8,STRAY,1,RKB1765,10/01/2020,APP WNL,RETURNED TO OWNER,10/04/2020,APP WNL,SCAN CHIP,FIELD,OCT.2020,FY2021
A1108675,DOG,P0939351,3,STRAY,1,MMK1748,10/08/2020,APP WNL,RETURNED TO OWNER,10/11/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1109169,DOG,P9991749,3,STRAY,1,MCB1749,10/17/2020,APP WNL,ADOPTION,10/21/2020,APP WNL,SCAN NO CHIP,FIELD,OCT.2020,FY2021
A1107853,CAT,P8899000,4,TREATMENT,1,DAL,10/08/2020,APP INJ,TREATMENT,10/10/2020,APP INJ,SCAN NO CHIP,OVER THE COUNTER,OCT.2020,FY2021
A1108580,DOG,P9991723,4,STRAY,1,MAW,10/07/2020,APP WNL,RETURNED TO OWNER,10/07/2020,APP WNL,UNABLE TO SCAN,FIELD,OCT.2020,FY2021
A1106928,DOG,P0937184,6,TREATMENT,1,LJL,10/07/2020,APP WNL,TREATMENT,10/07/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2020,FY2021
